year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2005,45,035,"South Carolina","Dorchester County",113235,51.1,48.9,0.8,1.3,25.6,3.1,1.7,0.1,70.5
2006,45,035,"South Carolina","Dorchester County",120136,51.3,48.7,0.7,1.4,25.4,3.4,1.8,0.1,70.6
2007,45,035,"South Carolina","Dorchester County",126324,51.2,48.8,0.7,1.5,25.3,3.8,2.0,0.1,70.5
2008,45,035,"South Carolina","Dorchester County",130593,51.3,48.7,0.7,1.5,25.5,4.1,2.2,0.1,70.0
2009,45,035,"South Carolina","Dorchester County",133560,51.5,48.5,0.7,1.6,25.8,4.3,2.3,0.1,69.5
2010,45,035,"South Carolina","Dorchester County",137476,51.4,48.6,0.7,1.5,26.1,4.5,2.4,0.1,69.2
2000,45,037,"South Carolina","Edgefield County",24586,47.0,53.0,0.4,0.2,41.6,2.1,0.5,0.0,57.2
2001,45,037,"South Carolina","Edgefield County",24690,46.6,53.4,0.3,0.3,41.4,2.6,0.5,0.0,57.4
2002,45,037,"South Carolina","Edgefield County",24962,46.6,53.4,0.3,0.3,41.2,2.8,0.6,0.0,57.6
2003,45,037,"South Carolina","Edgefield County",25404,46.0,54.0,0.4,0.3,41.3,3.4,0.6,0.0,57.4
2004,45,037,"South Carolina","Edgefield County",25819,45.9,54.1,0.4,0.3,41.4,3.7,0.7,0.0,57.3
2005,45,037,"South Carolina","Edgefield County",26196,45.9,54.1,0.3,0.3,40.3,4.1,0.9,0.0,58.1
2006,45,037,"South Carolina","Edgefield County",26135,46.2,53.8,0.3,0.3,39.7,4.1,0.9,0.1,58.7
2007,45,037,"South Carolina","Edgefield County",26493,46.1,53.9,0.3,0.3,38.9,4.5,1.0,0.0,59.4
2008,45,037,"South Carolina","Edgefield County",26774,45.8,54.2,0.3,0.3,38.4,4.7,1.0,0.1,59.8
2009,45,037,"South Carolina","Edgefield County",27032,45.9,54.1,0.3,0.4,37.9,5.0,1.0,0.0,60.3
2010,45,037,"South Carolina","Edgefield County",26966,46.0,54.0,0.4,0.4,37.5,5.2,1.0,0.0,60.7
2000,45,039,"South Carolina","Fairfield County",23479,52.4,47.6,0.2,0.2,59.3,1.1,0.5,0.0,39.9
2001,45,039,"South Carolina","Fairfield County",23614,52.3,47.7,0.1,0.2,59.2,1.2,0.5,0.0,40.0
2002,45,039,"South Carolina","Fairfield County",23890,52.3,47.7,0.2,0.2,59.1,1.2,0.5,0.0,40.0
2003,45,039,"South Carolina","Fairfield County",23904,52.3,47.7,0.2,0.2,59.0,1.3,0.6,0.0,40.0
2004,45,039,"South Carolina","Fairfield County",24273,52.2,47.8,0.2,0.2,58.9,1.3,0.7,0.0,40.1
2005,45,039,"South Carolina","Fairfield County",24132,52.3,47.7,0.1,0.2,58.9,1.5,0.7,0.0,40.0
2006,45,039,"South Carolina","Fairfield County",24177,52.4,47.6,0.2,0.2,58.7,1.6,0.8,0.0,40.0
2007,45,039,"South Carolina","Fairfield County",23917,52.6,47.4,0.2,0.2,59.0,1.5,0.9,0.0,39.7
2008,45,039,"South Carolina","Fairfield County",24131,52.4,47.6,0.2,0.2,59.1,1.5,0.9,0.0,39.5
2009,45,039,"South Carolina","Fairfield County",24084,52.3,47.7,0.2,0.2,59.2,1.5,1.0,0.0,39.3
2010,45,039,"South Carolina","Fairfield County",23890,52.1,47.9,0.4,0.3,59.3,1.5,0.9,0.0,39.1
2000,45,041,"South Carolina","Florence County",125767,53.0,47.0,0.2,0.7,39.5,1.1,0.5,0.0,59.0
2001,45,041,"South Carolina","Florence County",126377,53.1,46.9,0.3,0.8,39.7,1.2,0.6,0.0,58.7
2002,45,041,"South Carolina","Florence County",127343,53.0,47.0,0.3,0.9,39.7,1.3,0.6,0.0,58.5
2003,45,041,"South Carolina","Florence County",128671,53.0,47.0,0.3,0.9,40.0,1.4,0.7,0.0,58.1
2004,45,041,"South Carolina","Florence County",129855,53.0,47.0,0.3,0.9,40.1,1.5,0.7,0.0,57.9
2005,45,041,"South Carolina","Florence County",130982,52.9,47.1,0.3,1.0,40.3,1.7,0.8,0.0,57.5
2006,45,041,"South Carolina","Florence County",132489,53.0,47.0,0.3,1.1,40.6,1.8,0.9,0.0,57.1
2007,45,041,"South Carolina","Florence County",133757,53.0,47.0,0.3,1.1,40.8,1.9,0.9,0.0,56.8
2008,45,041,"South Carolina","Florence County",135032,53.1,46.9,0.4,1.1,41.1,2.1,1.0,0.0,56.4
2009,45,041,"South Carolina","Florence County",136120,53.1,46.9,0.4,1.2,41.3,2.2,1.0,0.0,56.1
2010,45,041,"South Carolina","Florence County",137088,53.0,47.0,0.4,1.2,41.6,2.3,1.1,0.0,55.7
2000,45,043,"South Carolina","Georgetown County",56080,52.1,47.9,0.1,0.2,38.7,1.6,0.4,0.0,60.5
2001,45,043,"South Carolina","Georgetown County",56800,52.2,47.8,0.2,0.3,37.7,1.8,0.4,0.0,61.4
2002,45,043,"South Carolina","Georgetown County",57688,52.1,47.9,0.2,0.3,36.9,1.9,0.5,0.0,62.1
2003,45,043,"South Carolina","Georgetown County",58387,52.2,47.8,0.2,0.4,36.2,2.1,0.5,0.0,62.7
2004,45,043,"South Carolina","Georgetown County",59176,52.3,47.7,0.2,0.4,35.5,2.2,0.5,0.0,63.4
2005,45,043,"South Carolina","Georgetown County",59521,52.1,47.9,0.2,0.4,34.9,2.3,0.5,0.0,64.0
2006,45,043,"South Carolina","Georgetown County",59821,52.3,47.7,0.2,0.4,34.4,2.6,0.6,0.0,64.4
2007,45,043,"South Carolina","Georgetown County",60277,52.2,47.8,0.2,0.4,34.0,2.8,0.6,0.0,64.7
2008,45,043,"South Carolina","Georgetown County",60621,52.4,47.6,0.2,0.4,34.1,3.0,0.7,0.0,64.5
2009,45,043,"South Carolina","Georgetown County",60369,52.4,47.6,0.2,0.4,33.9,3.1,0.7,0.0,64.7
2010,45,043,"South Carolina","Georgetown County",60094,52.3,47.7,0.3,0.5,33.9,3.1,0.7,0.0,64.6
2000,45,045,"South Carolina","Greenville County",380949,51.3,48.7,0.2,1.4,18.5,3.8,0.8,0.1,79.1
2001,45,045,"South Carolina","Greenville County",385780,51.3,48.7,0.3,1.5,18.4,4.2,0.9,0.1,78.9
2002,45,045,"South Carolina","Greenville County",390197,51.3,48.7,0.3,1.5,18.3,4.7,0.9,0.1,78.8
2003,45,045,"South Carolina","Greenville County",394242,51.3,48.7,0.3,1.6,18.3,5.1,1.0,0.1,78.7
2004,45,045,"South Carolina","Greenville County",399319,51.3,48.7,0.4,1.7,18.4,5.5,1.0,0.1,78.5
2005,45,045,"South Carolina","Greenville County",405608,51.3,48.7,0.4,1.8,18.4,5.9,1.1,0.1,78.3
2006,45,045,"South Carolina","Greenville County",415957,51.4,48.6,0.4,1.9,18.4,6.4,1.1,0.1,78.1
2007,45,045,"South Carolina","Greenville County",427970,51.4,48.6,0.5,1.9,18.3,7.0,1.3,0.1,77.9
2008,45,045,"South Carolina","Greenville County",438742,51.4,48.6,0.5,2.0,18.3,7.5,1.4,0.1,77.8
2009,45,045,"South Carolina","Greenville County",446655,51.5,48.5,0.5,2.0,18.2,7.9,1.5,0.1,77.7
2010,45,045,"South Carolina","Greenville County",452859,51.5,48.5,0.5,2.0,18.4,8.1,1.5,0.1,77.5
2000,45,047,"South Carolina","Greenwood County",66303,53.1,46.9,0.2,0.7,31.9,2.9,0.5,0.0,66.6
2001,45,047,"South Carolina","Greenwood County",66544,52.9,47.1,0.2,0.8,31.8,3.2,0.5,0.0,66.6
2002,45,047,"South Carolina","Greenwood County",66996,52.9,47.1,0.2,0.8,31.7,3.4,0.6,0.1,66.6
2003,45,047,"South Carolina","Greenwood County",67288,53.0,47.0,0.3,0.8,31.6,3.7,0.6,0.1,66.6
2004,45,047,"South Carolina","Greenwood County",67255,53.1,46.9,0.3,0.9,31.6,3.9,0.7,0.1,66.5
2005,45,047,"South Carolina","Greenwood County",67630,53.0,47.0,0.3,0.9,31.6,4.2,0.7,0.1,66.3
2006,45,047,"South Carolina","Greenwood County",68091,53.0,47.0,0.4,0.9,31.4,4.5,0.8,0.1,66.4
2007,45,047,"South Carolina","Greenwood County",68198,52.9,47.1,0.4,0.9,31.4,4.9,0.8,0.1,66.4
2008,45,047,"South Carolina","Greenwood County",68862,53.0,47.0,0.4,0.9,31.5,5.1,0.9,0.1,66.2
2009,45,047,"South Carolina","Greenwood County",69598,53.0,47.0,0.5,0.9,31.6,5.3,0.9,0.1,66.0
2010,45,047,"South Carolina","Greenwood County",69703,53.1,46.9,0.5,0.9,31.7,5.4,1.1,0.1,65.8
2000,45,049,"South Carolina","Hampton County",21344,49.0,51.0,0.2,0.2,55.8,2.5,0.4,0.0,43.4
2001,45,049,"South Carolina","Hampton County",21262,49.3,50.7,0.2,0.2,55.8,2.6,0.4,0.0,43.4
2002,45,049,"South Carolina","Hampton County",21186,49.2,50.8,0.2,0.2,55.8,2.8,0.5,0.0,43.3
2003,45,049,"South Carolina","Hampton County",21267,49.0,51.0,0.2,0.2,55.9,2.8,0.5,0.0,43.1
2004,45,049,"South Carolina","Hampton County",21072,49.2,50.8,0.3,0.3,55.5,3.0,0.6,0.0,43.4
2005,45,049,"South Carolina","Hampton County",21109,48.7,51.3,0.3,0.4,55.4,3.2,0.7,0.0,43.2
2006,45,049,"South Carolina","Hampton County",21104,49.2,50.8,0.3,0.5,55.3,3.1,0.7,0.0,43.2
2007,45,049,"South Carolina","Hampton County",21295,48.9,51.1,0.3,0.5,54.7,3.1,0.9,0.0,43.7
2008,45,049,"South Carolina","Hampton County",21212,48.8,51.2,0.3,0.5,54.4,3.4,0.9,0.0,43.8
2009,45,049,"South Carolina","Hampton County",21205,48.7,51.3,0.4,0.5,54.1,3.5,1.0,0.0,44.0
2010,45,049,"South Carolina","Hampton County",21049,48.7,51.3,0.6,0.5,54.2,3.5,1.0,0.1,43.7
2000,45,051,"South Carolina","Horry County",198019,50.9,49.1,0.4,0.8,15.6,2.6,0.8,0.1,82.3
2001,45,051,"South Carolina","Horry County",201982,50.9,49.1,0.5,0.8,15.5,2.9,0.9,0.1,82.2
2002,45,051,"South Carolina","Horry County",206566,51.0,49.0,0.5,0.9,15.3,3.3,1.0,0.1,82.2
2003,45,051,"South Carolina","Horry County",211725,50.9,49.1,0.5,0.9,15.2,3.6,1.1,0.1,82.2
2004,45,051,"South Carolina","Horry County",219094,50.9,49.1,0.5,0.9,15.0,4.0,1.2,0.1,82.3
2005,45,051,"South Carolina","Horry County",229899,51.0,49.0,0.5,1.0,14.7,4.4,1.3,0.1,82.5
2006,45,051,"South Carolina","Horry County",242194,51.0,49.0,0.5,1.0,14.3,4.8,1.4,0.1,82.7
2007,45,051,"South Carolina","Horry County",252464,51.0,49.0,0.5,1.0,14.1,5.2,1.4,0.1,82.8
2008,45,051,"South Carolina","Horry County",260609,51.0,49.0,0.6,1.1,13.9,5.6,1.5,0.1,82.8
2009,45,051,"South Carolina","Horry County",265640,51.1,48.9,0.6,1.1,13.7,5.9,1.6,0.1,82.8
2010,45,051,"South Carolina","Horry County",270430,51.1,48.9,0.6,1.1,13.7,6.2,1.7,0.2,82.7
2000,45,053,"South Carolina","Jasper County",20721,47.4,52.6,0.4,0.5,52.9,5.8,0.4,0.0,45.8
2001,45,053,"South Carolina","Jasper County",21024,47.5,52.5,0.4,0.5,53.0,7.2,0.4,0.0,45.7
2002,45,053,"South Carolina","Jasper County",21102,47.4,52.6,0.5,0.5,53.3,8.3,0.5,0.0,45.2
2003,45,053,"South Carolina","Jasper County",21236,47.2,52.8,0.5,0.6,52.6,9.7,0.5,0.1,45.8
2004,45,053,"South Carolina","Jasper County",21456,47.0,53.0,0.5,0.6,52.1,10.5,0.6,0.1,46.1
2005,45,053,"South Carolina","Jasper County",21845,47.0,53.0,0.6,0.7,51.1,11.3,0.8,0.1,46.8
2006,45,053,"South Carolina","Jasper County",22406,46.9,53.1,0.6,0.6,50.3,12.4,0.8,0.1,47.6
2007,45,053,"South Carolina","Jasper County",22971,47.1,52.9,0.5,0.7,49.4,13.3,0.9,0.1,48.4
2008,45,053,"South Carolina","Jasper County",23620,47.4,52.6,0.6,0.7,48.4,14.0,0.9,0.1,49.3
2009,45,053,"South Carolina","Jasper County",24234,47.8,52.2,0.6,0.7,47.6,14.6,1.0,0.1,50.1
2010,45,053,"South Carolina","Jasper County",24939,47.9,52.1,0.7,0.8,46.6,15.1,1.0,0.1,50.9
2000,45,055,"South Carolina","Kershaw County",52851,51.7,48.3,0.3,0.3,26.4,1.7,0.6,0.0,72.3
2001,45,055,"South Carolina","Kershaw County",53474,51.6,48.4,0.3,0.4,26.3,1.8,0.7,0.0,72.3
2002,45,055,"South Carolina","Kershaw County",53714,51.5,48.5,0.3,0.5,26.2,2.0,0.8,0.0,72.2
2003,45,055,"South Carolina","Kershaw County",54614,51.5,48.5,0.3,0.4,26.2,2.2,0.8,0.0,72.2
2004,45,055,"South Carolina","Kershaw County",55415,51.6,48.4,0.3,0.5,26.0,2.4,0.9,0.0,72.3
2005,45,055,"South Carolina","Kershaw County",56506,51.5,48.5,0.3,0.5,25.8,2.8,0.9,0.1,72.4
2006,45,055,"South Carolina","Kershaw County",58060,51.6,48.4,0.4,0.5,25.4,2.9,1.0,0.1,72.7
2007,45,055,"South Carolina","Kershaw County",59380,51.5,48.5,0.3,0.5,25.3,3.1,1.1,0.1,72.6
2008,45,055,"South Carolina","Kershaw County",60395,51.5,48.5,0.3,0.5,25.1,3.3,1.2,0.1,72.8
2009,45,055,"South Carolina","Kershaw County",61143,51.3,48.7,0.4,0.6,25.0,3.5,1.3,0.1,72.8
2010,45,055,"South Carolina","Kershaw County",61851,51.3,48.7,0.4,0.5,24.9,3.7,1.2,0.1,72.8
2000,45,057,"South Carolina","Lancaster County",61571,50.5,49.5,0.2,0.3,26.9,1.6,0.6,0.0,71.9
2001,45,057,"South Carolina","Lancaster County",62250,50.5,49.5,0.2,0.4,26.9,1.9,0.7,0.0,71.8
2002,45,057,"South Carolina","Lancaster County",63282,50.5,49.5,0.3,0.4,26.6,2.2,0.7,0.0,72.0
2003,45,057,"South Carolina","Lancaster County",64210,50.5,49.5,0.3,0.5,26.3,2.4,0.8,0.0,72.2
2004,45,057,"South Carolina","Lancaster County",65079,50.5,49.5,0.3,0.5,26.0,2.7,0.8,0.0,72.4
2005,45,057,"South Carolina","Lancaster County",65875,50.4,49.6,0.3,0.5,26.0,3.1,0.9,0.0,72.3
2006,45,057,"South Carolina","Lancaster County",66992,50.5,49.5,0.3,0.5,26.0,3.3,0.9,0.0,72.2
2007,45,057,"South Carolina","Lancaster County",69504,50.5,49.5,0.3,0.6,25.6,3.7,1.0,0.0,72.5
2008,45,057,"South Carolina","Lancaster County",72733,50.5,49.5,0.3,0.6,25.0,4.0,1.0,0.0,73.1
2009,45,057,"South Carolina","Lancaster County",75394,50.6,49.4,0.3,0.7,24.4,4.3,1.1,0.0,73.5
2010,45,057,"South Carolina","Lancaster County",76889,50.7,49.3,0.4,0.7,24.2,4.4,1.0,0.0,73.7
2000,45,059,"South Carolina","Laurens County",69428,51.6,48.4,0.3,0.2,26.4,1.9,0.6,0.1,72.5
2001,45,059,"South Carolina","Laurens County",69407,51.7,48.3,0.3,0.2,26.2,2.1,0.6,0.1,72.6
2002,45,059,"South Carolina","Laurens County",68841,51.7,48.3,0.3,0.2,26.1,2.3,0.7,0.1,72.6
2003,45,059,"South Carolina","Laurens County",68468,51.6,48.4,0.3,0.2,26.2,2.5,0.7,0.1,72.5
2004,45,059,"South Carolina","Laurens County",67784,51.6,48.4,0.3,0.2,26.0,2.7,0.7,0.1,72.6
2005,45,059,"South Carolina","Laurens County",67629,51.4,48.6,0.3,0.3,25.9,3.0,0.8,0.1,72.7
2006,45,059,"South Carolina","Laurens County",67388,51.5,48.5,0.3,0.3,25.9,3.2,0.9,0.1,72.6
2007,45,059,"South Carolina","Laurens County",67172,51.5,48.5,0.3,0.3,25.9,3.5,0.9,0.1,72.5
2008,45,059,"South Carolina","Laurens County",67173,51.6,48.4,0.3,0.3,25.8,3.7,1.0,0.1,72.5
2009,45,059,"South Carolina","Laurens County",66897,51.5,48.5,0.3,0.3,25.6,4.0,1.0,0.1,72.6
2010,45,059,"South Carolina","Laurens County",66500,51.4,48.6,0.3,0.3,25.7,4.1,1.1,0.1,72.4
2000,45,061,"South Carolina","Lee County",20088,49.7,50.3,0.1,0.2,63.7,1.3,0.4,0.0,35.5
2001,45,061,"South Carolina","Lee County",19957,49.8,50.2,0.2,0.2,63.8,1.4,0.4,0.0,35.4
2002,45,061,"South Carolina","Lee County",19970,49.5,50.5,0.1,0.2,64.0,1.5,0.5,0.0,35.2
2003,45,061,"South Carolina","Lee County",20005,49.2,50.8,0.2,0.2,64.0,1.6,0.5,0.0,35.1
2004,45,061,"South Carolina","Lee County",20157,49.0,51.0,0.2,0.2,64.2,1.7,0.5,0.0,34.8
2005,45,061,"South Carolina","Lee County",20079,48.7,51.3,0.2,0.3,64.1,1.8,0.5,0.0,34.8
2006,45,061,"South Carolina","Lee County",20001,48.5,51.5,0.2,0.3,64.2,1.8,0.5,0.0,34.7
2007,45,061,"South Carolina","Lee County",19836,48.2,51.8,0.3,0.3,64.4,1.8,0.6,0.0,34.4
2008,45,061,"South Carolina","Lee County",19697,48.4,51.6,0.3,0.3,64.5,1.9,0.7,0.0,34.1
2009,45,061,"South Carolina","Lee County",19352,48.2,51.8,0.3,0.3,64.4,1.9,0.7,0.0,34.2
2010,45,061,"South Carolina","Lee County",19191,48.1,51.9,0.5,0.4,64.5,1.5,0.6,0.0,34.0
2000,45,063,"South Carolina","Lexington County",216873,51.4,48.6,0.4,1.1,12.7,1.9,0.8,0.0,85.1
2001,45,063,"South Carolina","Lexington County",220099,51.4,48.6,0.4,1.1,13.3,2.2,0.8,0.0,84.3
2002,45,063,"South Carolina","Lexington County",222761,51.4,48.6,0.4,1.1,13.6,2.5,0.9,0.0,83.9
2003,45,063,"South Carolina","Lexington County",226887,51.3,48.7,0.4,1.1,14.0,2.9,1.0,0.1,83.4
2004,45,063,"South Carolina","Lexington County",230832,51.3,48.7,0.4,1.2,14.2,3.3,1.1,0.1,83.0
2005,45,063,"South Carolina","Lexington County",235176,51.2,48.8,0.5,1.2,14.3,3.6,1.1,0.1,82.8
2006,45,063,"South Carolina","Lexington County",241219,51.3,48.7,0.5,1.3,14.4,4.1,1.2,0.1,82.5
2007,45,063,"South Carolina","Lexington County",246461,51.3,48.7,0.5,1.3,14.4,4.5,1.3,0.1,82.3
2008,45,063,"South Carolina","Lexington County",252747,51.2,48.8,0.5,1.4,14.4,4.9,1.4,0.1,82.1
2009,45,063,"South Carolina","Lexington County",258983,51.2,48.8,0.5,1.4,14.6,5.3,1.5,0.1,81.9
2010,45,063,"South Carolina","Lexington County",263406,51.2,48.8,0.5,1.5,14.7,5.6,1.6,0.1,81.7
2000,45,067,"South Carolina","Marion County",35463,53.8,46.2,0.3,0.3,56.6,1.8,0.4,0.0,42.4
2001,45,067,"South Carolina","Marion County",35119,53.8,46.2,0.3,0.3,56.4,1.9,0.5,0.0,42.5
2002,45,067,"South Carolina","Marion County",34786,53.7,46.3,0.3,0.4,56.2,2.0,0.5,0.0,42.6
2003,45,067,"South Carolina","Marion County",34690,53.9,46.1,0.3,0.4,56.1,2.1,0.6,0.0,42.5
2004,45,067,"South Carolina","Marion County",34577,53.7,46.3,0.3,0.4,56.0,2.1,0.7,0.0,42.6
2005,45,067,"South Carolina","Marion County",34334,53.7,46.3,0.4,0.5,55.9,2.1,0.7,0.0,42.5
2006,45,067,"South Carolina","Marion County",33994,54.0,46.0,0.4,0.5,56.0,2.2,0.8,0.0,42.3
2007,45,067,"South Carolina","Marion County",33842,54.0,46.0,0.4,0.5,56.0,2.3,0.9,0.0,42.2
2008,45,067,"South Carolina","Marion County",33724,54.3,45.7,0.5,0.5,56.0,2.4,1.0,0.0,42.1
2009,45,067,"South Carolina","Marion County",33277,54.3,45.7,0.5,0.5,55.8,2.4,1.0,0.0,42.2
2010,45,067,"South Carolina","Marion County",33001,54.3,45.7,0.5,0.6,56.1,2.3,1.1,0.0,41.7
2000,45,069,"South Carolina","Marlboro County",28800,50.9,49.1,3.4,0.3,50.9,0.7,0.8,0.0,44.7
2001,45,069,"South Carolina","Marlboro County",28606,50.6,49.4,3.4,0.3,51.0,1.0,0.9,0.0,44.4
2002,45,069,"South Carolina","Marlboro County",28599,50.4,49.6,3.6,0.3,51.0,1.1,0.9,0.0,44.1
2003,45,069,"South Carolina","Marlboro County",28485,50.3,49.7,3.7,0.3,51.0,1.4,1.0,0.0,44.0
2004,45,069,"South Carolina","Marlboro County",28351,50.0,50.0,3.9,0.3,50.9,1.4,1.1,0.0,43.8
2005,45,069,"South Carolina","Marlboro County",27918,50.1,49.9,4.0,0.2,51.0,1.6,1.2,0.0,43.6
2006,45,069,"South Carolina","Marlboro County",29199,47.6,52.4,4.1,0.3,51.6,2.1,1.3,0.0,42.7
2007,45,069,"South Carolina","Marlboro County",29221,47.2,52.8,4.3,0.2,51.5,2.4,1.4,0.0,42.5
2008,45,069,"South Carolina","Marlboro County",29079,47.2,52.8,4.4,0.3,51.6,2.6,1.5,0.0,42.3
2009,45,069,"South Carolina","Marlboro County",29189,47.0,53.0,4.5,0.2,51.3,2.7,1.5,0.0,42.4
2010,45,069,"South Carolina","Marlboro County",28873,47.2,52.8,4.5,0.3,51.2,2.9,1.5,0.0,42.4
2000,45,065,"South Carolina","McCormick County",9957,46.8,53.2,0.1,0.3,54.0,0.9,0.5,0.0,45.0
2001,45,065,"South Carolina","McCormick County",10095,47.0,53.0,0.1,0.3,53.1,0.8,0.5,0.0,45.9
2002,45,065,"South Carolina","McCormick County",10110,46.4,53.6,0.1,0.3,52.2,0.8,0.6,0.0,46.8
2003,45,065,"South Carolina","McCormick County",10167,46.4,53.6,0.1,0.2,52.0,0.8,0.7,0.0,47.0
2004,45,065,"South Carolina","McCormick County",9982,46.6,53.4,0.1,0.3,51.6,0.8,0.7,0.0,47.4
2005,45,065,"South Carolina","McCormick County",10049,45.7,54.3,0.1,0.3,51.7,0.8,0.7,0.0,47.1
2006,45,065,"South Carolina","McCormick County",10166,45.6,54.4,0.1,0.4,51.7,0.8,0.7,0.0,47.1
2007,45,065,"South Carolina","McCormick County",10162,45.4,54.6,0.1,0.4,51.1,0.7,0.7,0.0,47.7
2008,45,065,"South Carolina","McCormick County",10224,45.4,54.6,0.1,0.3,50.4,0.7,0.8,0.1,48.3
2009,45,065,"South Carolina","McCormick County",10235,45.5,54.5,0.1,0.3,50.0,0.8,0.9,0.0,48.7
2010,45,065,"South Carolina","McCormick County",10228,45.6,54.4,0.4,0.4,49.6,1.1,0.7,0.0,48.8
2000,45,071,"South Carolina","Newberry County",35958,51.6,48.4,0.3,0.4,33.3,4.3,0.5,0.1,65.5
2001,45,071,"South Carolina","Newberry County",36053,51.6,48.4,0.3,0.3,33.2,4.5,0.5,0.1,65.5
2002,45,071,"South Carolina","Newberry County",36244,51.5,48.5,0.4,0.4,32.9,5.0,0.6,0.1,65.6
2003,45,071,"South Carolina","Newberry County",36226,51.4,48.6,0.4,0.3,32.5,5.3,0.6,0.1,65.9
2004,45,071,"South Carolina","Newberry County",36312,51.4,48.6,0.4,0.3,32.3,5.4,0.7,0.2,66.0
2005,45,071,"South Carolina","Newberry County",36399,51.3,48.7,0.5,0.3,32.0,5.9,0.8,0.2,66.1
2006,45,071,"South Carolina","Newberry County",36746,51.3,48.7,0.6,0.4,31.8,6.3,0.9,0.2,66.1
2007,45,071,"South Carolina","Newberry County",37061,51.3,48.7,0.6,0.3,31.7,6.9,0.9,0.3,66.2
2008,45,071,"South Carolina","Newberry County",37192,51.2,48.8,0.7,0.4,31.9,7.1,0.9,0.3,65.8
2009,45,071,"South Carolina","Newberry County",37413,51.1,48.9,0.7,0.4,31.7,7.4,1.0,0.3,65.9
2010,45,071,"South Carolina","Newberry County",37575,51.4,48.6,0.7,0.4,31.7,6.9,1.2,0.2,65.8
2000,45,073,"South Carolina","Oconee County",66434,50.8,49.2,0.2,0.4,8.4,2.4,0.6,0.0,90.3
2001,45,073,"South Carolina","Oconee County",67170,50.8,49.2,0.2,0.4,8.3,2.6,0.7,0.0,90.4
2002,45,073,"South Carolina","Oconee County",68194,50.7,49.3,0.2,0.4,8.2,2.8,0.8,0.0,90.3
2003,45,073,"South Carolina","Oconee County",68900,50.6,49.4,0.2,0.5,8.1,3.0,0.8,0.0,90.3
2004,45,073,"South Carolina","Oconee County",69615,50.6,49.4,0.2,0.5,8.0,3.2,0.9,0.0,90.3
2005,45,073,"South Carolina","Oconee County",70581,50.5,49.5,0.3,0.5,8.0,3.6,1.0,0.0,90.2
2006,45,073,"South Carolina","Oconee County",71490,50.6,49.4,0.3,0.5,7.9,3.8,1.1,0.0,90.2
2007,45,073,"South Carolina","Oconee County",72407,50.6,49.4,0.2,0.6,7.9,3.9,1.2,0.0,90.1
2008,45,073,"South Carolina","Oconee County",73089,50.6,49.4,0.3,0.6,7.8,4.2,1.2,0.0,90.1
2009,45,073,"South Carolina","Oconee County",73829,50.6,49.4,0.3,0.6,7.7,4.3,1.3,0.0,90.2
2010,45,073,"South Carolina","Oconee County",74359,50.6,49.4,0.3,0.6,7.7,4.5,1.3,0.0,90.0
2000,45,075,"South Carolina","Orangeburg County",91524,53.4,46.6,0.5,0.5,61.1,1.0,0.6,0.0,37.4
2001,45,075,"South Carolina","Orangeburg County",91536,53.5,46.5,0.5,0.5,61.4,1.1,0.6,0.0,37.0
2002,45,075,"South Carolina","Orangeburg County",91676,53.5,46.5,0.5,0.5,61.6,1.1,0.6,0.0,36.7
2003,45,075,"South Carolina","Orangeburg County",91788,53.4,46.6,0.5,0.5,61.8,1.3,0.7,0.0,36.4
2004,45,075,"South Carolina","Orangeburg County",91691,53.3,46.7,0.5,0.6,62.0,1.3,0.7,0.0,36.1
2005,45,075,"South Carolina","Orangeburg County",92197,53.2,46.8,0.5,0.7,62.0,1.4,0.8,0.0,36.0
2006,45,075,"South Carolina","Orangeburg County",91761,53.3,46.7,0.5,0.7,62.0,1.5,0.9,0.0,35.9
2007,45,075,"South Carolina","Orangeburg County",92626,53.2,46.8,0.5,0.7,62.1,1.6,0.9,0.0,35.7
2008,45,075,"South Carolina","Orangeburg County",92886,53.1,46.9,0.5,0.8,62.3,1.7,1.0,0.0,35.4
2009,45,075,"South Carolina","Orangeburg County",92755,53.1,46.9,0.6,0.8,62.3,1.8,1.0,0.0,35.3
2010,45,075,"South Carolina","Orangeburg County",92346,53.0,47.0,0.5,0.8,62.5,2.0,1.1,0.0,35.0
2000,45,077,"South Carolina","Pickens County",111062,50.1,49.9,0.2,1.3,6.9,1.7,0.7,0.0,91.0
2001,45,077,"South Carolina","Pickens County",111600,50.1,49.9,0.2,1.3,6.8,1.8,0.7,0.0,90.9
2002,45,077,"South Carolina","Pickens County",111806,50.1,49.9,0.2,1.4,6.7,2.0,0.8,0.0,90.9
2003,45,077,"South Carolina","Pickens County",112704,50.0,50.0,0.2,1.4,6.8,2.1,0.8,0.0,90.7
2004,45,077,"South Carolina","Pickens County",113554,50.1,49.9,0.2,1.5,6.7,2.2,0.9,0.0,90.7
2005,45,077,"South Carolina","Pickens County",114344,50.1,49.9,0.2,1.5,6.6,2.5,1.0,0.0,90.7
2006,45,077,"South Carolina","Pickens County",115570,50.1,49.9,0.2,1.5,6.6,2.6,1.0,0.0,90.7
2007,45,077,"South Carolina","Pickens County",116815,50.1,49.9,0.2,1.6,6.6,2.8,1.1,0.0,90.5
2008,45,077,"South Carolina","Pickens County",118330,50.1,49.9,0.2,1.6,6.7,3.0,1.2,0.0,90.3
