year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2000,31,147,Nebraska,"Richardson County",9507,51.6,48.4,2.3,0.1,0.2,1.1,1.2,0.0,96.1
2001,31,147,Nebraska,"Richardson County",9260,51.5,48.5,2.4,0.2,0.2,1.1,1.3,0.0,96.0
2002,31,147,Nebraska,"Richardson County",9125,51.5,48.5,2.5,0.2,0.2,1.1,1.3,0.0,95.9
2003,31,147,Nebraska,"Richardson County",8949,51.3,48.7,2.6,0.2,0.2,1.1,1.3,0.0,95.7
2004,31,147,Nebraska,"Richardson County",8879,51.4,48.6,2.5,0.2,0.2,1.1,1.4,0.0,95.6
2005,31,147,Nebraska,"Richardson County",8799,51.2,48.8,2.7,0.3,0.1,1.2,1.5,0.0,95.3
2006,31,147,Nebraska,"Richardson County",8642,51.0,49.0,3.0,0.3,0.2,1.3,1.5,0.0,95.0
2007,31,147,Nebraska,"Richardson County",8480,50.9,49.1,2.9,0.3,0.2,1.3,1.7,0.0,95.0
2008,31,147,Nebraska,"Richardson County",8413,50.6,49.4,2.9,0.3,0.2,1.3,1.7,0.0,94.9
2009,31,147,Nebraska,"Richardson County",8383,50.5,49.5,3.2,0.3,0.2,1.3,1.7,0.0,94.6
2010,31,147,Nebraska,"Richardson County",8350,50.8,49.2,2.7,0.4,0.5,1.8,1.5,0.0,94.9
2000,31,149,Nebraska,"Rock County",1743,51.9,48.1,0.5,0.2,0.0,0.5,0.3,0.0,99.1
2001,31,149,Nebraska,"Rock County",1709,51.5,48.5,0.5,0.2,0.0,0.5,0.3,0.0,99.1
2002,31,149,Nebraska,"Rock County",1674,51.2,48.8,0.4,0.2,0.0,0.5,0.3,0.0,99.1
2003,31,149,Nebraska,"Rock County",1600,51.5,48.5,0.5,0.1,0.0,0.5,0.3,0.0,99.1
2004,31,149,Nebraska,"Rock County",1597,50.6,49.4,0.6,0.1,0.0,0.4,0.3,0.0,99.1
2005,31,149,Nebraska,"Rock County",1557,50.5,49.5,0.6,0.1,0.1,0.2,0.4,0.0,98.8
2006,31,149,Nebraska,"Rock County",1552,50.5,49.5,0.6,0.1,0.1,0.1,0.3,0.0,99.0
2007,31,149,Nebraska,"Rock County",1551,50.7,49.3,0.6,0.2,0.1,0.1,0.3,0.0,98.9
2008,31,149,Nebraska,"Rock County",1554,51.4,48.6,0.6,0.2,0.1,0.1,0.3,0.0,98.8
2009,31,149,Nebraska,"Rock County",1550,50.6,49.4,0.6,0.2,0.1,0.1,0.3,0.0,98.8
2010,31,149,Nebraska,"Rock County",1517,49.6,50.4,1.0,0.3,0.3,1.3,0.6,0.0,97.8
2000,31,151,Nebraska,"Saline County",13880,50.5,49.5,0.4,1.8,0.4,6.6,0.7,0.0,96.7
2001,31,151,Nebraska,"Saline County",14004,50.4,49.6,0.4,1.8,0.4,8.4,0.7,0.0,96.7
2002,31,151,Nebraska,"Saline County",14110,50.4,49.6,0.4,1.8,0.5,10.3,0.7,0.1,96.4
2003,31,151,Nebraska,"Saline County",14232,50.2,49.8,0.5,1.7,0.6,11.8,0.8,0.1,96.3
2004,31,151,Nebraska,"Saline County",14206,50.0,50.0,0.6,1.7,0.6,13.3,0.8,0.2,96.1
2005,31,151,Nebraska,"Saline County",14136,50.2,49.8,0.7,1.7,0.8,14.9,0.8,0.2,95.8
2006,31,151,Nebraska,"Saline County",13987,49.9,50.1,0.7,1.8,0.9,16.2,0.9,0.3,95.5
2007,31,151,Nebraska,"Saline County",14069,50.2,49.8,0.8,1.7,0.9,17.3,0.9,0.3,95.3
2008,31,151,Nebraska,"Saline County",14048,49.9,50.1,0.9,1.6,1.0,18.4,1.0,0.4,95.1
2009,31,151,Nebraska,"Saline County",14166,49.8,50.2,0.9,1.6,1.1,19.4,1.0,0.4,95.0
2010,31,151,Nebraska,"Saline County",14219,49.8,50.2,1.0,1.5,1.2,20.1,1.2,0.2,94.9
2000,31,153,Nebraska,"Sarpy County",123309,50.3,49.7,0.4,2.0,4.5,4.4,1.8,0.1,91.2
2001,31,153,Nebraska,"Sarpy County",126442,50.3,49.7,0.5,2.0,4.5,4.7,1.9,0.1,91.1
2002,31,153,Nebraska,"Sarpy County",129496,50.3,49.7,0.5,2.0,4.5,5.0,2.0,0.1,90.9
2003,31,153,Nebraska,"Sarpy County",132017,50.5,49.5,0.5,2.1,4.5,5.2,2.1,0.1,90.7
2004,31,153,Nebraska,"Sarpy County",136339,50.3,49.7,0.5,2.1,4.4,5.5,2.2,0.1,90.6
2005,31,153,Nebraska,"Sarpy County",140239,50.3,49.7,0.5,2.1,4.3,5.9,2.2,0.1,90.7
2006,31,153,Nebraska,"Sarpy County",144070,50.3,49.7,0.5,2.1,4.3,6.2,2.3,0.1,90.7
2007,31,153,Nebraska,"Sarpy County",148214,50.3,49.7,0.6,2.1,4.2,6.4,2.4,0.1,90.6
2008,31,153,Nebraska,"Sarpy County",152762,50.3,49.7,0.6,2.2,4.2,6.8,2.5,0.1,90.5
2009,31,153,Nebraska,"Sarpy County",156147,50.4,49.6,0.6,2.2,4.2,7.0,2.6,0.1,90.3
2010,31,153,Nebraska,"Sarpy County",159709,50.3,49.7,0.6,2.2,4.2,7.3,2.6,0.1,90.3
2000,31,155,Nebraska,"Saunders County",19852,50.2,49.8,0.3,0.2,0.1,1.0,0.5,0.0,98.9
2001,31,155,Nebraska,"Saunders County",19962,50.0,50.0,0.3,0.2,0.1,1.3,0.5,0.0,98.9
2002,31,155,Nebraska,"Saunders County",19925,50.2,49.8,0.3,0.3,0.1,1.4,0.5,0.0,98.8
2003,31,155,Nebraska,"Saunders County",20104,50.0,50.0,0.3,0.3,0.1,1.5,0.6,0.0,98.7
2004,31,155,Nebraska,"Saunders County",20248,49.9,50.1,0.3,0.3,0.1,1.5,0.7,0.0,98.6
2005,31,155,Nebraska,"Saunders County",20460,49.8,50.2,0.3,0.3,0.3,1.7,0.7,0.0,98.5
2006,31,155,Nebraska,"Saunders County",20411,49.6,50.4,0.3,0.3,0.3,1.8,0.7,0.0,98.4
2007,31,155,Nebraska,"Saunders County",20483,49.3,50.7,0.3,0.3,0.3,1.9,0.8,0.0,98.3
2008,31,155,Nebraska,"Saunders County",20446,49.3,50.7,0.3,0.4,0.4,2.0,0.8,0.0,98.1
2009,31,155,Nebraska,"Saunders County",20515,49.4,50.6,0.3,0.4,0.4,2.1,0.8,0.0,98.1
2010,31,155,Nebraska,"Saunders County",20858,49.4,50.6,0.3,0.4,0.3,2.0,0.8,0.0,98.2
2000,31,157,Nebraska,"Scotts Bluff County",37012,52.3,47.7,2.1,0.6,0.3,17.3,0.7,0.0,96.2
2001,31,157,Nebraska,"Scotts Bluff County",36561,52.1,47.9,2.3,0.6,0.4,17.7,0.8,0.1,95.9
2002,31,157,Nebraska,"Scotts Bluff County",36572,52.1,47.9,2.2,0.7,0.5,18.1,0.9,0.1,95.8
2003,31,157,Nebraska,"Scotts Bluff County",36468,52.2,47.8,2.3,0.7,0.5,18.7,0.9,0.1,95.6
2004,31,157,Nebraska,"Scotts Bluff County",36278,52.0,48.0,2.2,0.7,0.5,19.2,1.0,0.1,95.5
2005,31,157,Nebraska,"Scotts Bluff County",36277,52.0,48.0,2.4,0.7,0.5,19.5,1.0,0.1,95.3
2006,31,157,Nebraska,"Scotts Bluff County",36223,52.0,48.0,2.6,0.6,0.6,19.7,1.1,0.1,95.1
2007,31,157,Nebraska,"Scotts Bluff County",36338,51.8,48.2,2.7,0.6,0.6,19.9,1.1,0.1,94.9
2008,31,157,Nebraska,"Scotts Bluff County",36536,51.8,48.2,3.0,0.6,0.6,20.5,1.1,0.1,94.5
2009,31,157,Nebraska,"Scotts Bluff County",36677,51.9,48.1,2.7,0.6,0.7,20.8,1.2,0.1,94.7
2010,31,157,Nebraska,"Scotts Bluff County",37072,51.8,48.2,2.4,0.6,0.7,21.0,1.5,0.2,94.6
2000,31,159,Nebraska,"Seward County",16519,49.3,50.7,0.2,0.3,0.3,1.1,0.6,0.1,98.5
2001,31,159,Nebraska,"Seward County",16607,49.2,50.8,0.2,0.3,0.3,1.2,0.6,0.1,98.5
2002,31,159,Nebraska,"Seward County",16574,49.2,50.8,0.2,0.3,0.3,1.2,0.7,0.1,98.4
2003,31,159,Nebraska,"Seward County",16527,49.0,51.0,0.2,0.3,0.3,1.3,0.8,0.1,98.3
2004,31,159,Nebraska,"Seward County",16681,49.2,50.8,0.2,0.3,0.3,1.2,0.8,0.1,98.3
2005,31,159,Nebraska,"Seward County",16601,49.1,50.9,0.2,0.4,0.4,1.4,0.8,0.0,98.2
2006,31,159,Nebraska,"Seward County",16654,48.9,51.1,0.3,0.4,0.4,1.4,0.8,0.0,98.1
2007,31,159,Nebraska,"Seward County",16490,49.2,50.8,0.3,0.4,0.4,1.5,0.9,0.0,98.0
2008,31,159,Nebraska,"Seward County",16653,49.1,50.9,0.3,0.4,0.4,1.5,0.9,0.0,98.0
2009,31,159,Nebraska,"Seward County",16536,49.1,50.9,0.3,0.4,0.4,1.6,0.9,0.0,97.9
2010,31,159,Nebraska,"Seward County",16807,49.1,50.9,0.3,0.4,0.3,1.7,0.9,0.0,98.1
2000,31,161,Nebraska,"Sheridan County",6165,51.1,48.9,9.4,0.2,0.1,1.4,1.8,0.0,88.5
2001,31,161,Nebraska,"Sheridan County",5995,51.6,48.4,9.6,0.2,0.1,1.6,1.9,0.0,88.2
2002,31,161,Nebraska,"Sheridan County",5995,51.1,48.9,9.6,0.2,0.1,1.7,2.0,0.0,88.2
2003,31,161,Nebraska,"Sheridan County",5842,51.6,48.4,9.9,0.2,0.1,1.8,2.1,0.0,87.7
2004,31,161,Nebraska,"Sheridan County",5851,51.8,48.2,10.4,0.2,0.1,1.9,2.3,0.0,87.0
2005,31,161,Nebraska,"Sheridan County",5726,51.1,48.9,10.5,0.3,0.2,2.3,2.4,0.1,86.5
2006,31,161,Nebraska,"Sheridan County",5649,50.9,49.1,10.7,0.3,0.2,2.6,2.5,0.1,86.1
2007,31,161,Nebraska,"Sheridan County",5592,51.3,48.7,11.5,0.3,0.2,2.7,2.5,0.2,85.3
2008,31,161,Nebraska,"Sheridan County",5500,51.0,49.0,11.3,0.3,0.2,3.0,2.7,0.1,85.3
2009,31,161,Nebraska,"Sheridan County",5498,50.9,49.1,11.5,0.3,0.2,3.0,2.8,0.2,84.9
2010,31,161,Nebraska,"Sheridan County",5452,51.3,48.7,10.3,0.5,0.8,4.1,3.1,0.1,85.2
2000,31,163,Nebraska,"Sherman County",3298,50.7,49.3,0.2,0.2,0.1,1.0,0.5,0.0,99.0
2001,31,163,Nebraska,"Sherman County",3289,51.3,48.7,0.2,0.2,0.1,1.0,0.5,0.0,99.0
2002,31,163,Nebraska,"Sherman County",3228,50.3,49.7,0.2,0.2,0.1,1.0,0.5,0.0,99.0
2003,31,163,Nebraska,"Sherman County",3222,50.6,49.4,0.2,0.2,0.1,1.1,0.4,0.0,99.1
2004,31,163,Nebraska,"Sherman County",3255,50.4,49.6,0.2,0.2,0.1,1.0,0.4,0.0,99.1
2005,31,163,Nebraska,"Sherman County",3239,51.1,48.9,0.1,0.3,0.1,0.9,0.4,0.0,99.1
2006,31,163,Nebraska,"Sherman County",3148,51.2,48.8,0.1,0.3,0.1,0.9,0.3,0.0,99.2
2007,31,163,Nebraska,"Sherman County",3145,50.5,49.5,0.1,0.3,0.1,0.9,0.3,0.0,99.2
2008,31,163,Nebraska,"Sherman County",3147,50.7,49.3,0.1,0.3,0.1,1.0,0.3,0.0,99.2
2009,31,163,Nebraska,"Sherman County",3129,50.7,49.3,0.1,0.3,0.1,1.0,0.4,0.0,99.2
2010,31,163,Nebraska,"Sherman County",3152,50.8,49.2,0.4,0.2,0.0,1.2,0.3,0.0,99.1
2000,31,165,Nebraska,"Sioux County",1471,47.3,52.7,0.1,0.2,0.0,2.3,0.5,0.0,99.2
2001,31,165,Nebraska,"Sioux County",1406,48.4,51.6,0.1,0.2,0.0,2.4,0.5,0.0,99.1
2002,31,165,Nebraska,"Sioux County",1443,48.1,51.9,0.1,0.2,0.0,2.8,0.5,0.0,99.2
2003,31,165,Nebraska,"Sioux County",1489,48.7,51.3,0.1,0.2,0.0,2.6,0.5,0.0,99.1
2004,31,165,Nebraska,"Sioux County",1438,48.3,51.7,0.1,0.2,0.0,2.6,0.8,0.0,98.9
2005,31,165,Nebraska,"Sioux County",1437,48.2,51.8,0.3,0.1,0.1,3.1,0.8,0.0,98.6
2006,31,165,Nebraska,"Sioux County",1409,49.5,50.5,0.5,0.1,0.1,3.3,1.1,0.0,98.2
2007,31,165,Nebraska,"Sioux County",1404,47.9,52.1,0.6,0.1,0.1,3.3,1.1,0.0,98.1
2008,31,165,Nebraska,"Sioux County",1360,50.7,49.3,0.6,0.1,0.1,3.8,1.3,0.0,98.0
2009,31,165,Nebraska,"Sioux County",1324,48.7,51.3,0.6,0.1,0.1,3.9,1.3,0.0,98.0
2010,31,165,Nebraska,"Sioux County",1304,48.6,51.4,2.2,1.0,0.5,2.9,2.2,0.0,94.0
2000,31,167,Nebraska,"Stanton County",6416,50.4,49.6,0.5,0.2,0.4,2.3,0.7,0.0,98.2
2001,31,167,Nebraska,"Stanton County",6374,50.7,49.3,0.5,0.2,0.4,2.6,0.7,0.0,98.2
2002,31,167,Nebraska,"Stanton County",6453,50.8,49.2,0.5,0.2,0.4,2.6,0.7,0.0,98.2
2003,31,167,Nebraska,"Stanton County",6437,50.7,49.3,0.5,0.2,0.5,2.8,0.7,0.0,98.1
2004,31,167,Nebraska,"Stanton County",6426,50.2,49.8,0.5,0.2,0.5,3.1,0.7,0.0,98.1
2005,31,167,Nebraska,"Stanton County",6376,50.5,49.5,0.5,0.2,0.5,3.4,0.8,0.0,98.0
2006,31,167,Nebraska,"Stanton County",6363,50.6,49.4,0.5,0.1,0.6,3.7,0.8,0.0,98.0
2007,31,167,Nebraska,"Stanton County",6248,50.3,49.7,0.6,0.1,0.7,4.0,0.8,0.0,97.9
2008,31,167,Nebraska,"Stanton County",6145,50.4,49.6,0.5,0.1,0.7,4.3,0.8,0.0,97.8
2009,31,167,Nebraska,"Stanton County",6157,50.5,49.5,0.6,0.1,0.7,4.2,0.8,0.0,97.7
2010,31,167,Nebraska,"Stanton County",6124,50.5,49.5,0.8,0.3,0.6,4.3,1.0,0.0,97.4
2000,31,169,Nebraska,"Thayer County",6030,51.0,49.0,0.3,0.1,0.0,1.0,0.5,0.0,99.1
2001,31,169,Nebraska,"Thayer County",5884,50.7,49.3,0.3,0.1,0.0,1.1,0.5,0.0,99.1
2002,31,169,Nebraska,"Thayer County",5723,50.6,49.4,0.3,0.1,0.0,1.1,0.5,0.0,99.0
2003,31,169,Nebraska,"Thayer County",5625,50.7,49.3,0.3,0.1,0.0,1.1,0.5,0.0,99.0
2004,31,169,Nebraska,"Thayer County",5495,50.8,49.2,0.3,0.2,0.0,1.2,0.6,0.0,98.9
2005,31,169,Nebraska,"Thayer County",5454,50.7,49.3,0.2,0.2,0.2,1.4,0.6,0.0,98.8
2006,31,169,Nebraska,"Thayer County",5312,50.9,49.1,0.1,0.2,0.2,1.4,0.8,0.0,98.6
2007,31,169,Nebraska,"Thayer County",5308,51.1,48.9,0.2,0.3,0.2,1.4,0.8,0.0,98.6
2008,31,169,Nebraska,"Thayer County",5253,50.9,49.1,0.2,0.3,0.2,1.4,0.8,0.0,98.5
2009,31,169,Nebraska,"Thayer County",5210,51.5,48.5,0.2,0.3,0.2,1.4,0.8,0.0,98.5
2010,31,169,Nebraska,"Thayer County",5229,51.1,48.9,0.5,0.4,0.2,1.5,0.7,0.0,98.3
2000,31,171,Nebraska,"Thomas County",733,49.8,50.2,0.3,0.0,0.0,0.8,0.1,0.0,99.6
2001,31,171,Nebraska,"Thomas County",717,50.1,49.9,0.3,0.0,0.0,0.8,0.1,0.0,99.6
2002,31,171,Nebraska,"Thomas County",691,52.7,47.3,0.3,0.0,0.0,0.9,0.1,0.0,99.6
2003,31,171,Nebraska,"Thomas County",689,49.6,50.4,0.3,0.0,0.0,0.9,0.1,0.0,99.6
2004,31,171,Nebraska,"Thomas County",664,50.8,49.2,0.5,0.2,0.0,1.1,0.3,0.0,99.1
2005,31,171,Nebraska,"Thomas County",661,48.6,51.4,0.2,0.0,0.0,1.8,0.2,0.0,99.7
2006,31,171,Nebraska,"Thomas County",659,49.5,50.5,0.2,0.3,0.2,1.8,0.3,0.0,99.1
2007,31,171,Nebraska,"Thomas County",667,46.5,53.5,0.1,0.3,0.1,1.8,0.3,0.0,99.1
2008,31,171,Nebraska,"Thomas County",661,47.8,52.2,0.3,0.3,0.2,1.8,0.3,0.0,98.9
2009,31,171,Nebraska,"Thomas County",655,48.2,51.8,0.2,0.3,0.2,1.8,0.3,0.0,99.1
2010,31,171,Nebraska,"Thomas County",641,49.6,50.4,3.6,1.7,0.9,3.3,3.4,0.0,90.3
2000,31,173,Nebraska,"Thurston County",7139,50.0,50.0,52.3,0.1,0.2,2.5,1.2,0.0,46.4
2001,31,173,Nebraska,"Thurston County",7085,49.7,50.3,52.6,0.1,0.2,2.8,1.1,0.0,46.1
2002,31,173,Nebraska,"Thurston County",6989,49.8,50.2,53.7,0.1,0.2,2.8,1.2,0.0,45.0
2003,31,173,Nebraska,"Thurston County",6987,50.1,49.9,54.0,0.0,0.2,2.8,1.2,0.0,44.6
2004,31,173,Nebraska,"Thurston County",6943,50.2,49.8,55.6,0.1,0.2,2.6,1.3,0.0,42.9
2005,31,173,Nebraska,"Thurston County",7009,50.6,49.4,56.3,0.1,0.3,2.9,1.5,0.0,41.8
2006,31,173,Nebraska,"Thurston County",6947,50.4,49.6,57.0,0.1,0.2,2.9,1.5,0.0,41.1
2007,31,173,Nebraska,"Thurston County",6925,50.0,50.0,57.6,0.1,0.2,3.2,1.5,0.0,40.5
2008,31,173,Nebraska,"Thurston County",6821,49.9,50.1,58.3,0.1,0.2,2.8,1.5,0.0,39.9
2009,31,173,Nebraska,"Thurston County",6866,50.3,49.7,58.8,0.1,0.2,3.0,1.5,0.1,39.3
2010,31,173,Nebraska,"Thurston County",6975,50.3,49.7,56.6,0.1,0.2,2.9,1.5,0.0,41.5
2000,31,175,Nebraska,"Valley County",4649,52.1,47.9,0.3,0.1,0.2,1.6,0.4,0.1,99.0
2001,31,175,Nebraska,"Valley County",4623,52.2,47.8,0.3,0.1,0.2,1.6,0.4,0.1,99.0
2002,31,175,Nebraska,"Valley County",4541,51.9,48.1,0.3,0.1,0.2,1.7,0.4,0.0,99.0
2003,31,175,Nebraska,"Valley County",4581,51.8,48.2,0.3,0.1,0.2,1.6,0.4,0.0,99.0
2004,31,175,Nebraska,"Valley County",4482,51.8,48.2,0.3,0.1,0.2,1.5,0.6,0.0,98.7
2005,31,175,Nebraska,"Valley County",4395,51.7,48.3,0.2,0.2,0.1,1.8,0.6,0.0,98.9
2006,31,175,Nebraska,"Valley County",4367,51.4,48.6,0.2,0.3,0.1,1.9,0.7,0.0,98.7
2007,31,175,Nebraska,"Valley County",4327,51.1,48.9,0.2,0.3,0.1,2.0,0.7,0.0,98.6
2008,31,175,Nebraska,"Valley County",4228,51.2,48.8,0.1,0.3,0.1,1.9,0.7,0.0,98.7
2009,31,175,Nebraska,"Valley County",4228,50.9,49.1,0.1,0.3,0.1,1.8,0.7,0.0,98.7
2010,31,175,Nebraska,"Valley County",4268,50.3,49.7,0.3,0.3,0.3,1.9,0.5,0.0,98.6
2000,31,177,Nebraska,"Washington County",18803,50.3,49.7,0.2,0.3,0.4,1.1,0.5,0.1,98.5
2001,31,177,Nebraska,"Washington County",19134,50.2,49.8,0.2,0.3,0.4,1.3,0.5,0.1,98.5
2002,31,177,Nebraska,"Washington County",19264,50.0,50.0,0.2,0.3,0.4,1.5,0.5,0.1,98.4
2003,31,177,Nebraska,"Washington County",19510,50.1,49.9,0.2,0.3,0.5,1.5,0.6,0.1,98.4
2004,31,177,Nebraska,"Washington County",19589,50.1,49.9,0.2,0.3,0.5,1.6,0.7,0.1,98.3
2005,31,177,Nebraska,"Washington County",19861,50.2,49.8,0.2,0.3,0.6,1.5,0.7,0.1,98.2
2006,31,177,Nebraska,"Washington County",20056,50.3,49.7,0.2,0.3,0.6,1.8,0.8,0.1,98.1
2007,31,177,Nebraska,"Washington County",20203,50.2,49.8,0.2,0.3,0.6,1.9,0.8,0.1,98.1
2008,31,177,Nebraska,"Washington County",20101,50.3,49.7,0.2,0.3,0.6,2.0,0.8,0.1,98.0
2009,31,177,Nebraska,"Washington County",20124,50.2,49.8,0.2,0.3,0.6,2.0,0.9,0.1,98.0
2010,31,177,Nebraska,"Washington County",20257,50.2,49.8,0.3,0.3,0.6,2.2,0.7,0.0,98.0
2000,31,179,Nebraska,"Wayne County",9854,51.8,48.2,0.3,0.4,1.0,1.6,0.6,0.0,97.7
2001,31,179,Nebraska,"Wayne County",9788,51.8,48.2,0.3,0.4,1.0,1.8,0.6,0.0,97.7
2002,31,179,Nebraska,"Wayne County",9664,51.3,48.7,0.3,0.4,1.0,2.2,0.6,0.0,97.6
2003,31,179,Nebraska,"Wayne County",9689,51.3,48.7,0.3,0.4,1.0,2.6,0.6,0.1,97.6
2004,31,179,Nebraska,"Wayne County",9612,51.2,48.8,0.4,0.4,1.0,2.9,0.7,0.1,97.4
2005,31,179,Nebraska,"Wayne County",9654,51.0,49.0,0.3,0.5,1.3,3.2,0.8,0.1,97.1
2006,31,179,Nebraska,"Wayne County",9720,50.4,49.6,0.4,0.5,1.3,3.4,0.8,0.1,97.0
2007,31,179,Nebraska,"Wayne County",9506,50.4,49.6,0.4,0.5,1.2,3.7,0.9,0.1,96.9
2008,31,179,Nebraska,"Wayne County",9481,50.3,49.7,0.4,0.5,1.4,3.7,0.9,0.1,96.7
2009,31,179,Nebraska,"Wayne County",9552,50.2,49.8,0.4,0.5,1.5,4.1,0.9,0.1,96.6
2010,31,179,Nebraska,"Wayne County",9607,49.7,50.3,0.6,0.6,1.3,4.1,0.9,0.1,96.6
2000,31,181,Nebraska,"Webster County",4045,52.0,48.0,0.3,0.5,0.1,0.5,0.7,0.1,98.3
2001,31,181,Nebraska,"Webster County",4017,52.4,47.6,0.3,0.5,0.1,0.7,0.7,0.0,98.4
2002,31,181,Nebraska,"Webster County",3970,52.5,47.5,0.3,0.5,0.2,1.1,0.7,0.1,98.4
2003,31,181,Nebraska,"Webster County",3952,52.5,47.5,0.3,0.5,0.2,1.2,0.8,0.2,98.2
2004,31,181,Nebraska,"Webster County",3949,52.4,47.6,0.3,0.5,0.2,1.4,0.9,0.2,97.9
2005,31,181,Nebraska,"Webster County",3902,51.9,48.1,0.2,0.2,0.4,2.4,1.0,0.2,98.0
2006,31,181,Nebraska,"Webster County",3846,52.0,48.0,0.2,0.3,0.4,2.7,1.1,0.2,97.8
2007,31,181,Nebraska,"Webster County",3859,52.1,47.9,0.2,0.3,0.4,2.7,1.2,0.3,97.5
2008,31,181,Nebraska,"Webster County",3771,52.1,47.9,0.2,0.3,0.5,3.3,1.2,0.2,97.6
2009,31,181,Nebraska,"Webster County",3788,52.5,47.5,0.2,0.3,0.5,3.4,1.3,0.3,97.4
2010,31,181,Nebraska,"Webster County",3809,51.9,48.1,0.9,0.5,0.5,3.3,1.1,0.1,96.9
2000,31,183,Nebraska,"Wheeler County",885,51.1,48.9,0.2,0.0,0.0,0.6,0.0,0.0,99.8
2001,31,183,Nebraska,"Wheeler County",858,51.2,48.8,0.2,0.0,0.0,0.6,0.0,0.0,99.8
2002,31,183,Nebraska,"Wheeler County",837,49.7,50.3,0.2,0.0,0.0,0.6,0.0,0.0,99.8
2003,31,183,Nebraska,"Wheeler County",815,50.2,49.8,0.2,0.0,0.0,0.6,0.1,0.0,99.6
2004,31,183,Nebraska,"Wheeler County",811,51.0,49.0,0.2,0.1,0.0,0.6,0.1,0.0,99.5
2005,31,183,Nebraska,"Wheeler County",832,49.8,50.2,0.2,0.5,0.0,0.7,0.4,0.0,98.9
2006,31,183,Nebraska,"Wheeler County",826,49.6,50.4,0.1,0.5,0.0,0.7,0.6,0.0,98.8
2007,31,183,Nebraska,"Wheeler County",837,50.1,49.9,0.1,0.5,0.0,0.7,0.6,0.0,98.8
2008,31,183,Nebraska,"Wheeler County",831,51.4,48.6,0.1,0.5,0.0,0.7,0.6,0.0,98.8
2009,31,183,Nebraska,"Wheeler County",809,48.3,51.7,0.1,0.5,0.0,0.7,0.6,0.0,98.8
2010,31,183,Nebraska,"Wheeler County",819,49.3,50.7,0.9,0.7,0.2,2.3,1.2,0.0,96.9
2000,31,185,Nebraska,"York County",14553,52.1,47.9,0.3,0.5,1.0,1.4,0.6,0.1,97.5
2001,31,185,Nebraska,"York County",14438,52.2,47.8,0.3,0.5,1.0,1.7,0.6,0.1,97.5
2002,31,185,Nebraska,"York County",14230,51.9,48.1,0.3,0.5,1.0,2.2,0.6,0.1,97.4
2003,31,185,Nebraska,"York County",14175,51.8,48.2,0.3,0.5,1.1,2.4,0.7,0.1,97.4
2004,31,185,Nebraska,"York County",13952,51.6,48.4,0.3,0.5,1.0,2.7,0.7,0.1,97.4
2005,31,185,Nebraska,"York County",14021,51.6,48.4,0.4,0.5,1.1,3.0,0.7,0.1,97.3
2006,31,185,Nebraska,"York County",14130,51.4,48.6,0.4,0.5,1.1,3.4,0.8,0.1,97.2
2007,31,185,Nebraska,"York County",14078,51.4,48.6,0.4,0.5,1.2,3.7,0.8,0.0,97.2
2008,31,185,Nebraska,"York County",13881,51.3,48.7,0.4,0.5,1.2,3.8,0.8,0.1,97.1
2009,31,185,Nebraska,"York County",13689,51.0,49.0,0.4,0.5,1.2,4.3,0.8,0.1,97.1
2010,31,185,Nebraska,"York County",13652,51.2,48.8,0.6,0.4,1.1,4.1,0.8,0.0,97.0
2000,32,510,Nevada,"Carson City",52568,48.3,51.7,2.5,1.8,1.9,14.3,1.5,0.2,92.2
2001,32,510,Nevada,"Carson City",53472,48.4,51.6,2.4,1.8,1.9,15.1,1.6,0.2,92.1
2002,32,510,Nevada,"Carson City",54503,48.4,51.6,2.4,1.9,1.9,15.6,1.7,0.2,92.0
2003,32,510,Nevada,"Carson City",55234,48.3,51.7,2.3,1.9,1.9,16.4,1.7,0.2,91.9
2004,32,510,Nevada,"Carson City",55995,48.2,51.8,2.3,2.0,1.9,17.2,1.8,0.2,91.8
2005,32,510,Nevada,"Carson City",55982,48.2,51.8,2.3,2.1,1.9,18.0,1.9,0.2,91.5
2006,32,510,Nevada,"Carson City",55410,48.0,52.0,2.5,2.1,2.0,18.9,2.1,0.2,91.2
2007,32,510,Nevada,"Carson City",55288,48.0,52.0,2.5,2.1,2.1,19.5,2.2,0.2,90.9
2008,32,510,Nevada,"Carson City",55552,48.2,51.8,2.4,2.2,2.0,20.2,2.2,0.2,90.8
2009,32,510,Nevada,"Carson City",55401,48.1,51.9,2.5,2.2,2.1,20.8,2.4,0.2,90.6
2010,32,510,Nevada,"Carson City",55226,48.1,51.9,2.6,2.2,2.0,21.4,2.6,0.2,90.4
2000,32,001,Nevada,"Churchill County",24024,49.9,50.1,4.9,2.8,1.6,8.6,2.5,0.2,88.0
2001,32,001,Nevada,"Churchill County",24342,49.7,50.3,5.0,2.8,1.7,9.1,2.5,0.2,87.7
2002,32,001,Nevada,"Churchill County",24155,49.4,50.6,5.3,2.9,1.7,9.5,2.6,0.2,87.3
2003,32,001,Nevada,"Churchill County",24026,49.6,50.4,5.2,2.8,1.8,9.7,2.8,0.2,87.2
2004,32,001,Nevada,"Churchill County",24226,49.9,50.1,5.1,2.9,1.6,10.0,2.8,0.2,87.3
2005,32,001,Nevada,"Churchill County",24593,50.0,50.0,5.0,2.8,1.7,10.2,3.0,0.2,87.3
